dispatch_number,date,time,address,location,location_detail,activity,activity_medium,disposition,details,details_text
22044343,2022-03-29,11:20:00 AM,1903 Taylor Dr,,1903 Taylor Dr ,ANIMAL/CALL GENERAL,ANIMAL/CALL GENERAL,COMPLETED,N,
22044353,2022-03-29,11:49:00 AM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,VIOLATION NO CONTACT ORDER,VIOLATION NO CONTACT ORDER,INCIDENT REPORT TAKEN,N,
22044361,2022-03-29,12:05:00 PM,919 Hwy 1 W,WALMART,919 Hwy 1 W ,Z Traffic/Transportation Incidents,Z Traffic/Transportation Incidents,INCIDENT REPORT TAKEN,Y,EVENT 8
22044363,2022-03-29,12:07:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,
22044366,2022-03-29,12:17:00 PM,Taylor Dr/Hwy 6,,Taylor Dr/Hwy 6 ,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,
22044368,2022-03-29,12:23:00 PM,212 Douglass Ct,,212 Douglass Ct ,TR/PARKING,TR/PARKING,COMPLETED,Y,Field Initiated Activity created from Mobile
22044370,2022-03-29,12:32:00 PM,1409 Ridge St,,1409 Ridge St ,PUBLIC ASSIST,PUBLIC ASSIST,INCIDENT REPORT TAKEN,N,
22044371,2022-03-29,12:35:00 PM,210 S Dubuque ST,GRADUATE HOTEL,210 S Dubuque ST ,PHONE REQUEST,PHONE REQUEST,INCIDENT REPORT TAKEN,Y,BIKE STOLEN WEEK OR SO AGO 
22044372,2022-03-29,12:36:00 PM,36 Aniston St,,36 Aniston St ,TRAFFIC STOP,TRAFFIC STOP,UNDER INVESTIGATION,N,
22044373,2022-03-29,12:36:00 PM,2400 Crestview Ave,,2400 Crestview Ave ,TR/PARKING,TR/PARKING,COMPLETED,Y,Field Initiated Activity created from Mobile
22044375,2022-03-29,12:43:00 PM,410 E Washington St,,410 E Washington St ,ESCORT/RELAY,ESCORT/RELAY,COMPLETED,Y,Field Initiated Activity created from Mobile
22044381,2022-03-29,12:52:00 PM,5 Regal Ln,,5 Regal Ln ,Z Convulsions/Seizures,Z Convulsions/Seizures,HANDLED BY OTHER AGENCY,Y,EVENT 6
22044383,2022-03-29,12:54:00 PM,1201 N Dubuque St,,1201 N Dubuque St ,TR/PARKING,TR/PARKING,PARKING TICKET,Y,Field Initiated Activity created from Mobile
22044386,2022-03-29,12:57:00 PM,2104 DAVIS ST,,2104 DAVIS ST #B,DIST/CIVIL DISPUTE,DIST/CIVIL DISPUTE,CIVIL,N,
22044387,2022-03-29,1:07:00 PM,410 E WASHINGTON ST,,410 E WASHINGTON ST ,PHONE REQUEST,PHONE REQUEST,COMPLETED,Y,Field Initiated Activity created from Mobile
22044388,2022-03-29,1:08:00 PM,1861 LOWER MUSCATINE RD,MCDONALDS,1861 LOWER MUSCATINE RD ,MVA/PROPERTY DAMAGE ACCIDENT,MVA/PROPERTY DAMAGE ACCIDENT,INFORMATION,Y,KLM255
22044390,2022-03-29,1:13:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,"NARCOTICS","NARCOTICS",COMPLETED,N,
22044391,2022-03-29,1:31:00 PM,300 Ellis Ave,,300 Ellis Ave ,TR/PARKING,TR/PARKING,PARKING TICKET,Y,Field Initiated Activity created from Mobile
22044392,2022-03-29,1:37:00 PM,823 Hudson Ave,,823 Hudson Ave ,ANIMAL/GENERAL,ANIMAL/GENERAL,COMPLETED,Y,Field Initiated Activity created from Mobile
22044393,2022-03-29,1:41:00 PM,123 N Linn ST,,123 N Linn ST ,ALARM/BURGLARY,ALARM/BURGLARY,CANCEL ENROUTE ALARM,N,
22044394,2022-03-29,1:43:00 PM,702 GREENWOOD DR,,702 GREENWOOD DR ,HARASSMENT/OBSCENE PHONE,HARASSMENT/OBSCENE PHONE,INCIDENT REPORT TAKEN,Y,BACK AT PD REPORT 
22044396,2022-03-29,1:51:00 PM,210 S Dubuque ST,GRADUATE HOTEL,210 S Dubuque ST ,PROPERTY/LOST,PROPERTY/LOST,COMPLETED,N,
22044399,2022-03-29,2:07:00 PM,1015 Hwy 1 W,DAIRY QUEEN,1015 Hwy 1 W ,HARASSMENT/OBSCENE PHONE,HARASSMENT/OBSCENE PHONE,COMPLETED,Y,ONGOING HARASSMENT GETTING WORSE  WANTS TO GET A RESTRAINING ORDER
22044400,2022-03-29,2:09:00 PM,1009 Sandusky Dr,,1009 Sandusky Dr ,ANIMAL/GENERAL,ANIMAL/GENERAL,WARNING ISSUED WRITTEN,Y,Field Initiated Activity created from Mobile
22044407,2022-03-29,2:19:00 PM,731 S Riverside DR,KUM & GO,731 S Riverside DR ,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,
22044408,2022-03-29,2:19:00 PM,725 Bradley St,,725 Bradley St ,ANIMAL/GENERAL,ANIMAL/GENERAL,COMPLETED,Y,Field Initiated Activity created from Mobile
22044409,2022-03-29,2:22:00 PM,335 E Iowa Ave,,335 E Iowa Ave ,ESCORT/RELAY,ESCORT/RELAY,COMPLETED,Y,Field Initiated Activity created from Mobile
22044417,2022-03-29,2:31:00 PM,2213 Arizona Ave,,2213 Arizona Ave ,MENTAL IMPAIRMENT,MENTAL IMPAIRMENT,COMPLETED,Y,WANTS AN OFFICER TO HELP HER WITH PEOPLE THAT KEEP BOTHERING HER
22044418,2022-03-29,2:36:00 PM,175 E Harrison ST,HARRISON STREET RAMP,175 E Harrison ST ,PUBLIC ASSIST,PUBLIC ASSIST,COMPLETED,Y,Linked to CFS#: 22043998
22044423,2022-03-29,2:48:00 PM,464 Samoa Dr,,464 Samoa Dr ,SUPERVISOR RESPONSE,SUPERVISOR RESPONSE,COMPLETED,Y,REQ TO SPEAK WITH SUPERVISOR REF HIS YOU TUBE ACCT AND HARASSMENT
22044424,2022-03-29,2:51:00 PM,621 E Iowa Ave,,621 E Iowa Ave 1,DIST/NOISE GENERAL,DIST/NOISE GENERAL,UNFOUNDED,N,
22044426,2022-03-29,2:54:00 PM,2631 Irving Ave,,2631 Irving Ave ,ANIMAL/GENERAL,ANIMAL/GENERAL,WARNING ISSUED WRITTEN,Y,Field Initiated Activity created from Mobile
22044427,2022-03-29,2:53:00 PM,2018 Waterfront DR,HILLTOP MOBILE HOME PARK,2018 Waterfront DR ,PROPERTY/LOST,PROPERTY/LOST,INCIDENT REPORT TAKEN,N,
22044434,2022-03-29,3:06:00 PM,831 E College St,,831 E College St ,FIRE RESPONSE LAW,FIRE RESPONSE LAW,HANDLED BY OTHER AGENCY,Y,SMELLS LIKE GAS INSIDE THE HOUSE 
22044436,2022-03-29,3:09:00 PM,207 E WASHINGTON ST,RAGSTOCK,207 E WASHINGTON ST ,FIRE RESPONSE LAW,FIRE RESPONSE LAW,HANDLED BY OTHER AGENCY,Y,"FIRE ALARM IN ONLY THIS STORE GOING OFF,    NO SIGN OF SMOKE OR FLAME. THIS BUSINESS IS IN BASEMENT BELOW IOWA ARTISAN GALLERY "
22044440,2022-03-29,3:15:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,ESCORT/RELAY,ESCORT/RELAY,COMPLETED,N,
22044445,2022-03-29,3:19:00 PM,1809 Flanigan Ct,,1809 Flanigan Ct ,CRIMINAL MISC/VANDALISM,CRIMINAL MISC/VANDALISM,INCIDENT REPORT TAKEN,Y,HOLES IN THE FENCE 
22044446,2022-03-29,3:21:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,
22044450,2022-03-29,3:27:00 PM,816 N DUBUQUE ST,,816 N DUBUQUE ST ,DIST/LOUD PARTY,DIST/LOUD PARTY,UNFOUNDED,Y,LOUD PARTY AND MUSIC
22044454,2022-03-29,3:28:00 PM,5 Regal Ln,,5 Regal Ln ,Z Convulsions/Seizures,Z Convulsions/Seizures,HANDLED BY OTHER AGENCY,Y,"HEADACHE FOLLOWED BY A SEIZURE, FEELS ANOTHER HEADACHE COMING ON"
22044455,2022-03-29,3:29:00 PM,1601 Aber Ave,,1601 Aber Ave ,911 HANGUP,911 HANGUP,COMPLETED,Y,"MALE SAID ""I CALLED WHO"" AND DISCONNECTED, ENH MAPPED HERE AND MALE HAS HX AT THIS ADR"
22044456,2022-03-29,3:30:00 PM,612 S Dodge St,,612 S Dodge St ,ANIMAL/NOISE,ANIMAL/NOISE,WARNING ISSUED WRITTEN,Y,Field Initiated Activity created from Mobile
22044463,2022-03-29,3:46:00 PM,1445 BOYRUM ST,BURGER KING,1445 BOYRUM ST ,DIST/FIGHT IN PROGRESS,DIST/FIGHT IN PROGRESS,WARNING ISSUED VERBAL,Y,FEM CUSTOMER THREATENING TO GET PHYSICAL WITH RP 
22044466,2022-03-29,3:50:00 PM,417 S Clinton St,,417 S Clinton St ,ESCORT/RELAY,ESCORT/RELAY,COMPLETED,Y,Field Initiated Activity created from Mobile
22044469,2022-03-29,3:52:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,PHONE REQUEST,PHONE REQUEST,COMPLETED,Y,Linked to CFS#: 22044263
22044470,2022-03-29,3:53:00 PM,821.5 S Dodge St,,821.5 S Dodge St ,HARASSMENT/OBSCENE PHONE,HARASSMENT/OBSCENE PHONE,UNABLE TO CONTACT,Y,Linked to CFS#: 22041705
22044472,2022-03-29,4:03:00 PM,753 Alpine Dr,,753 Alpine Dr ,EXTRA PATROL REQUEST,EXTRA PATROL REQUEST,COMPLETED,Y,Field Initiated Activity created from Mobile
22044474,2022-03-29,4:14:00 PM,3334 Shamrock Dr,,3334 Shamrock Dr ,MVA/PROPERTY DAMAGE ACCIDENT,MVA/PROPERTY DAMAGE ACCIDENT,CANCEL BY COMPL,Y,NO VOICE CONTACT WITH SUBSCRIBER FOR A CRASH NOTIFICATION     LIV 319-383-4624    NO VEH INFO EITHER 
22044475,2022-03-29,4:16:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,OUT FOR INVEST/FOLLOW UP,OUT FOR INVEST/FOLLOW UP,COMPLETED,N,
22044483,2022-03-29,4:37:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,THEFT,THEFT,INCIDENT REPORT TAKEN,N,
22044484,2022-03-29,4:38:00 PM,E Court St/S Dubuque St,,E Court St/S Dubuque St ,911 HANGUP,911 HANGUP,INCIDENT REPORT TAKEN,Y,RP CONFIRMED WALKING IN AREA
22044485,2022-03-29,4:40:00 PM,1100 ARTHUR ST,,1100 ARTHUR ST J1,PAPER SERVICE/WARRANT,PAPER SERVICE/WARRANT,UNABLE TO LOCATE,N,
22044486,2022-03-29,4:46:00 PM,1308 E Bloomington St,,1308 E Bloomington St ,911 HANGUP,911 HANGUP,UNABLE TO LOCATE,Y,"ENH MAPPING. FEM SAID ""WTH"" AND DISCONNECTED. MNI TO A MALE IN CORALVILLE. DIDN^T SOUND LIKE A PROBLEM"
22044488,2022-03-29,4:54:00 PM,2701 Bradford Dr,MERCER PARK AQUATIC CENTER,2701 Bradford Dr ,THEFT,THEFT,INCIDENT REPORT TAKEN,N,
22044492,2022-03-29,5:00:00 PM,Bowery St/Governor St,,Bowery St/Governor St ,911 HANGUP,911 HANGUP,INFORMATION,Y,"PHASE 1 ENHANCED // STAYED ON THE LINE AND GAVE INFO, ACCIDENTAL DIAL WHILE DRIVING"
22044493,2022-03-29,5:01:00 PM,S 1st Ave/Hwy 6 E,,S 1st Ave/Hwy 6 E ,TR/MOTORIST ASSIST,TR/MOTORIST ASSIST,COMPLETED,Y,WB GRY JEEP
22044496,2022-03-29,5:06:00 PM,2650 Roberts Rd,,2650 Roberts Rd 2A,Z Sick Person,Z Sick Person,HANDLED BY OTHER AGENCY,Y,SON VOMITING LANG BARRIER
22044497,2022-03-29,5:08:00 PM,429 Southgate Ave,SHELTER HOUSE,429 Southgate Ave ,TRESPASS,TRESPASS,CANCEL BY COMPL,Y,"MALE TRESPASSING, REFUSING TO LEAVE"
22044501,2022-03-29,5:19:00 PM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,COMMUNITY POLICING,COMMUNITY POLICING,COMPLETED,N,
22044506,2022-03-29,5:29:00 PM,4383 E Court St,,4383 E Court St ,ALARM/BURGLARY,ALARM/BURGLARY,COMPLETED,Y,"THIS IS NEIGHBOR^S TOWNHOUSE, RP ADV NO SMOKE OR FLAME BUT AUDIBLE ALARM HAS BEEN GOING OFF SINCE THIS MORNING  BUT CAN^T TELL WHAT KIND OF ALARM IT IS EXACTLY "
22044514,2022-03-29,5:47:00 PM,1253 Dolen Pl,,1253 Dolen Pl ,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,
22044520,2022-03-29,5:55:00 PM,6 S Johnson St,,6 S Johnson St ,ANIMAL/GENERAL,ANIMAL/GENERAL,COMPLETED,Y,"BAT IN THE VESTIBULE/STAIRWELL, WANTS HELP GETTING IT OUT"
22044521,2022-03-29,5:54:00 PM,2621 Muscatine Ave,HILLS BANK & TRUST,2621 Muscatine Ave ,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,UNABLE TO LOCATE,N,
22044531,2022-03-29,6:13:00 PM,732 Michael St,,732 Michael St 1,ANIMAL/LOST,ANIMAL/LOST,INFORMATION,Y,"LOST HIS CAT            MALE LONG HAIR BLK/BRO TIGER CAT, NO COLLARS OR TAGS BUT IS MICROCHIPPED     OK TO GIVE OUT INFO "
22044532,2022-03-29,6:19:00 PM,S Gilbert St/Stevens Dr,,S Gilbert St/Stevens Dr ,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,
22044534,2022-03-29,6:19:00 PM,605 Brookland Park Dr,,605 Brookland Park Dr ,FIRE RESPONSE LAW,FIRE RESPONSE LAW,HANDLED BY OTHER AGENCY,Y,"TREE FELL IN BACK OF HOUSE 1 HR AGO, HIT HOUSE AND GARAGE AND THERE IS DAMAGE TO BOTH,  UNK IF IT HIT GAS LINES  //  RP IS RENTER, ADV LANDLORD ISN^T ANSWERING PHONE "
22044538,2022-03-29,6:33:00 PM,1705 S 1st Ave,,1705 S 1st Ave ,BUSINESS CHECK OPEN,BUSINESS CHECK OPEN,COMPLETED,Y,Field Initiated Activity created from Mobile
22044542,2022-03-29,6:42:00 PM,2801 HWY 6 E,BON AIRE MOBILE HOME LODGE,2801 HWY 6 E 228,Z Back Pain,Z Back Pain,HANDLED BY OTHER AGENCY,Y,"BACK IN SEVERE PAIN, CAN BARELY TALK"
22044543,2022-03-29,6:43:00 PM,1519 Teg Dr,KIWANIS PARK,1519 Teg Dr ,ANIMAL/CALL GENERAL,ANIMAL/CALL GENERAL,COMPLETED,Y,SILVER LAB - CALLER AND OTHER PEOPLE ARE ROUNDING HIM UP
22044546,2022-03-29,6:54:00 PM,429 Southgate Ave,SHELTER HOUSE,429 Southgate Ave ,OUT FOR INVEST/FOLLOW UP,OUT FOR INVEST/FOLLOW UP,COMPLETED,N,
22044548,2022-03-29,6:58:00 PM,S Gilbert St/Hwy 6,,S Gilbert St/Hwy 6 ,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,
22044550,2022-03-29,7:01:00 PM,464 Samoa Dr,,464 Samoa Dr ,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,
22044552,2022-03-29,7:06:00 PM,S Riverside Dr/Myrtle Ave,,S Riverside Dr/Myrtle Ave ,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,
22044553,2022-03-29,7:08:00 PM,1804 Algonquin RD,McCormick Square condos,1804 Algonquin RD ,JUV/GENERAL,JUV/GENERAL,COMPLETED,Y,"GROUP OF JUVS HAVE BEEN BREAKING INTO RESIDENCE AND RP HAS 2 OF THEM WITH HER IN THIS BUILDING    REQ PD TALK TO THEM,  ADV ONGOING ISSUE AND IT^S A GROUP THAT LIVE NEARBY    7-10YO"
22044557,2022-03-29,7:15:00 PM,731 S Riverside DR,KUM & GO,731 S Riverside DR ,TRAFFIC STOP,TRAFFIC STOP,TRAFFIC CITATION,N,
22044558,2022-03-29,7:17:00 PM,135 S Scott Blvd,,135 S Scott Blvd ,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,UNABLE TO LOCATE,N,
22044565,2022-03-29,7:27:00 PM,Middlebury Rd/Westbury Dr,,Middlebury Rd/Westbury Dr ,TRAFFIC STOP,TRAFFIC STOP,WARNING ISSUED VERBAL,N,
22044566,2022-03-29,7:31:00 PM,14 Amber Ln,,14 Amber Ln ,ANIMAL/FOUND,ANIMAL/FOUND,COMPLETED,N,"
"
22044573,2022-03-29,7:43:00 PM,791 Silver Charm Ln,,791 Silver Charm Ln ,OUT FOR INVEST/FOLLOW UP,OUT FOR INVEST/FOLLOW UP,COMPLETED,Y,Field Initiated Activity created from Mobile
22044575,2022-03-29,7:46:00 PM,1290 Dolen Pl,,1290 Dolen Pl ,ANIMAL/LOST,ANIMAL/LOST,INFORMATION,N,
22044578,2022-03-29,7:50:00 PM,1903 Taylor Dr,,1903 Taylor Dr ,Z Breathing Problems,Z Breathing Problems,HANDLED BY OTHER AGENCY,Y,EVT 7
22044688,2022-03-30,12:00:00 AM,720 E Davenport St,,720 E Davenport St ,Z Sick Person,Z Sick Person,HANDLED BY OTHER AGENCY,Y,BOYFRIEND IS VOMITING BLOOD
22044689,2022-03-30,12:02:00 AM,604 Bowery St,,604 Bowery St ,TR/PARKING,TR/PARKING,VEHICLE TOWED,Y,VEH BLOCKING DRIVEWAY TO RP^S RES       RED FORD LIC/ LGV864
22044690,2022-03-30,12:07:00 AM,69 Amhurst St,,69 Amhurst St ,OUT WITH SUBJ,OUT WITH SUBJ,ARREST MADE,Y,Linked to CFS#: 22044712
22044701,2022-03-30,12:29:00 AM,1247 Sunset St,,1247 Sunset St ,Z Allergies/Envenomations,Z Allergies/Envenomations,PT NOT TRANSPORTED,Y,ATE SOMETHING AND NOW HAS DRY MOUTH
22044702,2022-03-30,12:31:00 AM,728 Westwinds Dr,,728 Westwinds Dr ,TRAFFIC STOP,TRAFFIC STOP,TRAFFIC CITATION,N,
22044707,2022-03-30,12:43:00 AM,2801 HWY 6 E,,2801 HWY 6 E 203,Z Falls,Z Falls,HANDLED BY OTHER AGENCY,Y,EVNT 6
22044711,2022-03-30,12:59:00 AM,25 W BURLINGTON ST,KUM & GO,25 W BURLINGTON ST ,OUT WITH SUBJ,OUT WITH SUBJ,COMPLETED,N,
22044712,2022-03-30,1:00:00 AM,69 Amhurst St,,69 Amhurst St ,PAPER SERVICE/WARRANT,PAPER SERVICE/WARRANT,PREVIOUS INCIDENT,Y,Linked to CFS#: 22044690
22044713,2022-03-30,1:04:00 AM,211 E Iowa Ave,ELRAYS LIVE AND DIVE,211 E Iowa Ave ,TRAFFIC STOP,TRAFFIC STOP,ARREST MADE,N,
22044714,2022-03-30,1:09:00 AM,1229 Shannon Dr,LEXINGTON PLACE,1229 Shannon Dr 209,WELFARE CHECK,WELFARE CHECK,COMPLETED,N,
22044717,2022-03-30,1:23:00 AM,25 Byington RD,HILLCREST HALL,25 Byington RD ,TRAFFIC STOP,TRAFFIC STOP,ARREST MADE,Y,Linked to CFS#: 22044718
22044719,2022-03-30,1:26:00 AM,S Clinton St/W Court St,,S Clinton St/W Court St ,INTOXICATED PEDESTRIAN,INTOXICATED PEDESTRIAN,UNABLE TO LOCATE,N,
22044722,2022-03-30,2:20:00 AM,1705 S 1st Ave,TWO DOGS PUB,1705 S 1st Ave Q,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,REF TO CITY DEPARTMENT,N,
22044724,2022-03-30,2:36:00 AM,457 S Gilbert St,FALBO BROTHERS PIZZA,457 S Gilbert St ,TRAFFIC STOP,TRAFFIC STOP,ARREST MADE,N,
22044726,2022-03-30,2:47:00 AM,511 S Capitol ST,JOHNSON COUNTY SHERIFFS OFFICE,511 S Capitol ST ,TR/OWI,TR/OWI,ARREST MADE,Y,EM 101584
22044734,2022-03-30,3:36:00 AM,3661 Rochester Ave,IOWA CITY REHAB AND HEALTHCARE,3661 Rochester Ave ,Z Sick Person,Z Sick Person,HANDLED BY OTHER AGENCY,Y,RES MICHAEL EXTREMELY ANXIUOUS  233/87  SHAKY
22044738,2022-03-30,3:54:00 AM,210 S Dubuque ST,GRADUATE HOTEL,210 S Dubuque ST ,Z Sick Person,Z Sick Person,INCIDENT REPORT TAKEN,Y,"LOBBY, MALE NEEDS AN AMBULANCE"
22044743,2022-03-30,4:09:00 AM,522 S Van Buren St,,522 S Van Buren St 17,Z Carbon Monoxide/Inhalation/Hazmat/CBRN,Z Carbon Monoxide/Inhalation/Hazmat/CBRN,UNFOUNDED,Y,SUBJECT WHO LIVES AT ADDRESS SHOWED UP AT GRADUTE W/CO SYM
22044745,2022-03-30,4:49:00 AM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,OUT WITH SUBJ,OUT WITH SUBJ,COMPLETED,Y,Linked to CFS#: 22044747
22044756,2022-03-30,5:50:00 AM,2200 Lower Muscatine RD,PROCTER & GAMBLE,2200 Lower Muscatine RD ,911 HANGUP,911 HANGUP,INFORMATION,Y,PHASE 1 ONLY   -  ON CALL BACK   MALE ANSWERED  SAID HE WAS AT WORK   P&G  NO PROBLEM      SOUNDED LIKE HE WAS IN A FACTORY
22044757,2022-03-30,6:26:00 AM,1221 S Gilbert St,BIG GROVE BREWERY,1221 S Gilbert St ,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,UNABLE TO LOCATE,Y,BY BIG GROVE     MALE USING HIS UMBRELLA TO DAMAGE THINGS   WALKING TOWARDS THE PARK NOW      APPEARS HOMELESS
22044762,2022-03-30,6:47:00 AM,2213 Arizona Ave,,2213 Arizona Ave ,MENTAL IMPAIRMENT,MENTAL IMPAIRMENT,INFORMATION,Y,Linked to CFS#: 22044778
22044764,2022-03-30,6:53:00 AM,2351 S Scott Blvd,KNUTSON CONSTRUCTION,2351 S Scott Blvd ,ALARM/PANIC/HOLDUP,ALARM/PANIC/HOLDUP,CANCEL ENROUTE ALARM,Y,SILENT/PANIC FOR THE OFFICE BLDG
22044771,2022-03-30,7:05:00 AM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,
22044777,2022-03-30,7:25:00 AM,416 S Dodge St,,416 S Dodge St 4,Z Sick Person,Z Sick Person,COMPLETED,Y,EVENT 7
22044778,2022-03-30,7:28:00 AM,2213 Arizona Ave,,2213 Arizona Ave ,MENTAL IMPAIRMENT,MENTAL IMPAIRMENT,COMPLETED,Y,Linked to CFS#: 22044762
22044788,2022-03-30,7:40:00 AM,113 E Washington ST,TARGET,113 E Washington ST ,OUT WITH SUBJ,OUT WITH SUBJ,NO REPORT,N,"
"
22044790,2022-03-30,7:42:00 AM,4540 Melrose Ave,,4540 Melrose Ave ,TRAINING,TRAINING,COMPLETED,Y,Field Initiated Activity created from Mobile
22044793,2022-03-30,7:41:00 AM,2734 E Court St,,2734 E Court St ,Z Traumatic Injuries,Z Traumatic Injuries,HANDLED BY OTHER AGENCY,N,
22044796,2022-03-30,7:57:00 AM,32 S CLINTON ST,PANCHEROS,32 S CLINTON ST ,ALARM/BURGLARY,ALARM/BURGLARY,EMPL ERROR ALARM,Y,SIDE ENTRY DOOR ZONE 2 
22044801,2022-03-30,8:15:00 AM,2018 Waterfront Dr,HILLTOP MOBILE HOME PARK,2018 Waterfront Dr 91,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,COMPLETED,Y,"MALE WAS WALKING BY SLOWLY,   LOOKING INTO NEIGHBORS HOUSE      WM CAMO JACKET COLORED SNEAKERS    CARRYING SOME KIND OF PACK"
22044805,2022-03-30,8:25:00 AM,125 N Madison ST,IOWA MEMORIAL UNION,125 N Madison ST ,SUICIDE/LAW,SUICIDE/LAW,HANDLED BY OTHER AGENCY,Y,"STUDENT ON BRIDGE, SUICIDAL THOUGHTS, UI STAFF WITH HER "
22044812,2022-03-30,8:32:00 AM,80/246West,,80/246West ,TR/RECKLESS DRIVER,TR/RECKLESS DRIVER,BROADCAST,Y,"SEMI RUNNING CARS OFF ONTO THE SHOULDER, SWERVING ALL OVER  WHT TRIALER, ARABIC ON THE BACK OF TRAILER   LIC/TRT7532 OH "
22044813,2022-03-30,8:32:00 AM,500 E Market ST,MERCY HOSPITAL,500 E Market ST ,MENTAL IMPAIRMENT,MENTAL IMPAIRMENT,COMPLETED,Y,"PT GETTING ""AGGRESSIVE""   WONT STAY IN HIS ROOM, YELLING    IS IN THE ER"
22044817,2022-03-30,9:00:00 AM,438 Hwy 1 W,LA REGIA,438 Hwy 1 W ,ALARM/BURGLARY,ALARM/BURGLARY,UNK CAUSE ALARM,Y,MEAT MARKET; ZONE 11 FRONT DOOR
22044818,2022-03-30,9:00:00 AM,417 S Clinton St,JOHNSON COUNTY COURTHOUSE,417 S Clinton St ,SUSPICIOUS/ACT/PERS/VEH,SUSPICIOUS/ACT/PERS/VEH,INCIDENT REPORT TAKEN,N,
22044826,2022-03-30,9:25:00 AM,2030 Keokuk St,PROBATION,2030 Keokuk St ,INFO/ALL OTHER INFO,INFO/ALL OTHER INFO,COMPLETED,Y,W 197
22044827,2022-03-30,9:25:00 AM,1131 4th Ave,,1131 4th Ave ,TR/PARKING,TR/PARKING,UNFOUNDED,N,"
"
22044835,2022-03-30,9:43:00 AM,2490 Crosspark Rd,,2490 Crosspark Rd ,ANIMAL/GENERAL,ANIMAL/GENERAL,COMPLETED,Y,Field Initiated Activity created from Mobile
22044838,2022-03-30,9:49:00 AM,2430 Muscatine AVE,EDEN APARTMENTS,2430 Muscatine AVE ,FRAUD/FORGERY,FRAUD/FORGERY,INCIDENT REPORT TAKEN,Y,"RP LIVES IN MI, SOMEONE HERE FORGED A CHECK FOR HER BUSINESS   REQ CALL BACK"
22044839,2022-03-30,9:51:00 AM,Ped Mall,,Ped Mall ,FOOT PATROL,FOOT PATROL,COMPLETED,Y,Field Initiated Activity created from Mobile
22044842,2022-03-30,9:51:00 AM,3051 Wayne Ave,,3051 Wayne Ave 62,Z Diabetic Problems,Z Diabetic Problems,HANDLED BY OTHER AGENCY,Y,PARKING LOT OFF VILLAGE-  MAPS HERE      
22044849,2022-03-30,9:57:00 AM,1550 Ginter Ave,,1550 Ginter Ave ,Z Hemorrhage/Lacerations,Z Hemorrhage/Lacerations,PT TRANSPORTED,Y,EVENT 8
22044852,2022-03-30,10:02:00 AM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,
22044856,2022-03-30,10:07:00 AM,410 E WASHINGTON ST,IOWA CITY POLICE DEPARTMENT,410 E WASHINGTON ST ,PHONE REQUEST,PHONE REQUEST,COMPLETED,N,
22044859,2022-03-30,10:14:00 AM,714 Westgate St,,714 Westgate St ,MVA/HIT AND RUN PD,MVA/HIT AND RUN PD,CANCEL BY COMPL,Y,OCCURED OVER NIGHT   REQ CALL BACK
22044862,2022-03-30,10:21:00 AM,E Washington St/S Clinton St,,E Washington St/S Clinton St ,TRESPASS,TRESPASS,COMPLETED,Y,VERBALLY ABUSING TOWARDS A DRIVER     ON NEW ELECTRIC BUS
